job_id,arrival_time,duration,res_0,res_1
222,0,3,2,2
223,0,2,2,2
224,0,4,1,1
225,0,4,1,1
226,0,4,2,2
227,0,4,1,1
228,0,4,2,2
229,0,1,2,2
230,0,2,1,1
231,0,4,2,2
232,0,5,5,5
233,0,1,1,1
234,0,1,2,2
235,0,6,5,5
236,0,1,2,2
237,0,2,1,1
238,0,13,2,3
239,0,4,6,4
240,0,7,4,4
241,0,4,4,3
242,0,12,6,5
243,0,11,1,2
244,0,1,2,2
245,0,4,1,1
246,2000,2,1,1
247,0,1,1,1
248,0,3,2,2
249,0,2,2,2
250,0,3,2,2
251,0,8,2,2
252,0,2,2,2
253,0,2,2,2
254,0,4,1,1
255,0,2,2,2
256,0,2,2,2
257,0,13,4,5
258,0,4,1,1
259,0,14,2,1
260,0,3,1,1
261,0,1,2,2
262,0,3,1,1
263,0,3,1,1
264,0,3,1,1
265,0,3,1,2
266,0,3,2,2
267,0,3,1,1
268,0,5,2,2
269,0,11,3,2
270,0,11,1,2
271,0,14,5,5
272,0,4,4,5
273,0,7,5,3
274,0,12,2,1
275,0,9,3,3
276,0,10,6,6
277,0,11,6,7
278,0,2,2,1
279,0,2,1,1
280,0,4,2,2
281,0,3,2,2
282,0,5,1,1
283,0,4,2,2
284,0,3,2,2
285,0,2,1,1
286,0,4,2,2
287,0,2,2,2
288,0,1,2,2
289,0,2,2,2
290,0,2,2,2
291,0,11,4,4
292,0,1,2,2
293,0,1,1,1
294,0,4,6,5
295,0,14,1,2
296,0,9,4,3
297,0,5,5,5
298,0,5,2,2
299,0,1,2,2
300,0,6,6,4
301,0,2,2,2
302,0,4,2,1
303,0,3,1,1
304,0,2,1,1
305,0,3,1,1
306,0,12,6,6
307,0,3,1,1
308,0,2,2,2
309,0,2,1,1
310,0,1,2,2
311,0,9,1,1
312,0,3,2,2
313,0,11,5,5
314,0,9,5,5
315,0,12,2,2
316,0,10,4,4
317,0,9,3,3
318,0,9,3,3
319,0,4,2,2
320,0,4,2,2
321,0,1,2,3
322,0,3,2,2
323,0,7,4,4
324,0,10,3,3
325,0,9,4,3
326,0,7,1,1
327,0,2,2,2
328,0,7,3,3
329,0,4,1,1
330,0,2,2,2
331,0,5,1,1
332,0,13,1,1
333,0,2,1,1
334,0,4,1,1
335,0,9,6,6
336,0,11,5,4
337,0,3,1,1
338,0,2,1,1
339,0,3,2,2
340,0,2,1,1
341,0,14,3,2
342,0,10,4,5
343,0,11,4,4
344,0,3,1,1
345,0,4,2,2
346,0,4,2,2
347,0,3,2,2
348,0,3,2,2
349,0,4,6,5
350,0,4,1,1
351,0,1,1,1
352,0,4,1,1
353,0,2,1,1
354,0,12,5,6
355,0,11,6,7
356,0,9,4,3
357,0,4,1,1
358,0,1,2,3
359,0,2,1,1
360,0,4,2,2
361,0,3,1,1
362,0,4,2,2
363,0,4,2,2
364,0,9,4,4
365,0,13,5,4
366,0,4,2,2
367,0,4,2,1
368,0,3,2,1
369,0,3,2,2
370,0,2,2,2
371,0,2,2,2
372,0,2,1,1
373,0,4,2,2
374,0,10,1,1
375,0,2,1,1
376,0,7,3,3
377,0,7,5,5
378,0,12,4,4
379,0,3,2,2
380,0,4,2,2
381,0,2,2,2
382,0,3,1,1
383,0,1,2,2
384,0,3,2,2
385,0,3,1,1
386,0,4,4,4
387,0,5,3,3
388,0,11,4,3
389,0,7,3,2
390,0,3,1,1
391,0,2,2,2
392,0,3,2,2
393,0,2,2,2
394,0,1,2,2
395,0,2,2,2
396,0,1,2,1
397,0,1,2,2
398,0,3,2,2
399,0,2,1,1
400,0,2,2,2
401,0,3,1,1
402,0,4,1,1
403,0,3,1,1
404,0,1,2,1
405,0,4,1,1
406,0,4,1,1
407,0,4,1,1
408,0,9,1,1
409,0,7,4,4
410,0,10,1,1
411,0,1,2,1
412,0,9,3,4
413,0,7,2,3
414,0,1,2,2
415,0,1,1,1
416,0,2,2,2
417,0,2,1,1
418,0,3,2,3
419,0,2,2,2
420,0,1,1,1
421,0,13,6,4
422,0,4,2,2
423,0,2,1,1
424,0,2,2,3
425,0,2,1,1
426,0,4,1,1
427,0,2,1,1
428,0,14,6,7
429,0,13,2,2
430,0,1,1,1
431,0,3,1,1
432,0,2,1,1
433,0,4,2,2
434,0,1,1,1
435,0,2,2,2
436,0,2,1,1
437,0,1,1,1
438,0,11,3,2
439,0,2,1,1
440,0,2,2,2
441,0,10,4,4
442,0,1,1,1
443,0,10,2,2
444,0,2,1,1
445,0,2,2,2
446,0,1,2,2
447,0,3,2,2
448,0,1,2,3
449,0,10,1,1
450,0,4,2,2
451,0,1,2,2
452,0,7,2,3
453,0,4,2,2
454,0,6,4,4
455,0,1,2,1
456,0,3,1,1
457,0,1,2,2
458,0,4,1,1
459,0,3,1,1
460,0,10,4,5
461,0,1,2,2
462,0,12,1,1
463,0,3,2,2
464,0,2,1,2
465,0,2,1,1
466,0,2,1,1
467,0,11,4,3
468,0,3,1,1
469,0,3,1,1
470,0,4,1,1
471,0,3,1,1
472,0,11,4,3
473,0,3,2,2
474,0,4,1,1
475,0,6,2,2
476,0,7,2,2
477,0,13,2,2
478,0,4,2,1
479,0,4,1,1
480,0,3,2,1
481,0,3,2,2
482,0,6,3,3
483,0,5,6,6
484,0,4,2,3
485,0,11,1,1
486,0,2,2,2
487,0,1,2,2
488,0,4,2,2
489,0,2,2,2
490,0,2,1,2
491,0,13,4,3
492,0,2,1,1
493,0,4,1,1
494,0,2,1,1
495,0,12,6,5
496,0,2,1,1
497,0,1,2,2
498,0,11,6,6
499,0,8,2,2
500,0,4,1,1
501,0,8,5,6
502,0,5,1,1
503,0,3,1,1
504,0,5,3,3
505,0,4,1,1
506,0,3,1,1
507,0,2,1,1
508,0,1,2,2
509,0,3,2,1
510,0,13,2,2
511,0,4,1,1
512,0,4,1,1
513,0,1,1,1
514,0,6,4,4
515,0,1,1,1
516,0,3,1,1
517,0,6,6,6
518,0,1,2,2
519,0,4,2,1
520,0,3,1,1
521,0,9,2,2
522,0,2,2,2
523,0,2,2,1
524,0,3,1,1
525,0,1,2,2
526,0,2,1,1
527,0,3,2,2
528,0,3,1,1
529,0,13,1,1
530,0,6,5,4
531,0,4,2,2
532,0,2,2,2
533,0,1,1,1
534,0,14,2,2
535,0,12,5,4
536,0,5,4,4
537,0,4,2,2
538,0,2,2,2
539,0,5,4,3
540,0,13,1,1
541,0,1,1,1
542,0,12,3,4
543,0,4,2,2
544,0,4,2,2
545,0,12,6,5
546,0,6,3,3
547,0,4,1,1
548,0,2,2,1
549,0,4,1,2
550,0,14,2,2
551,0,8,3,3
552,0,6,5,4
553,0,9,3,4
554,0,6,4,4
555,0,4,4,3
556,0,13,6,4
557,0,13,5,5
558,0,13,1,1
559,0,5,3,2
560,0,7,5,3
561,0,5,2,2
562,0,14,3,3
563,0,5,1,1
564,0,9,2,2
565,0,2,2,2
566,0,4,2,1
567,0,4,1,1
568,0,3,2,2
569,0,1,1,1
570,0,4,2,2
571,0,4,1,1
572,0,1,1,1
573,0,2,2,2
574,0,4,1,1
575,0,1,2,1
576,0,1,2,2
577,0,2,1,1
578,0,2,2,2
579,0,3,2,2
580,0,2,1,1
581,0,1,2,3
582,0,3,2,2
583,0,3,2,2
584,0,4,2,2
585,0,12,5,4
586,0,13,4,4
587,0,7,1,1
588,0,1,1,1
589,0,3,1,1
590,0,4,2,2
591,0,2,1,1
592,0,1,1,1
593,0,3,2,2
594,0,3,2,2
595,0,4,1,1
596,0,3,1,1
597,0,2,1,1
598,0,3,1,1
599,0,4,1,1
600,0,4,2,2
601,0,10,6,7
602,0,11,6,6
603,0,14,5,4
604,0,14,1,2
605,0,4,1,1
606,0,1,1,1
607,0,14,4,3
608,0,3,1,1
609,0,2,1,1
610,0,1,2,2
611,0,2,2,2
612,0,3,2,2
613,0,1,1,1
614,0,3,1,1
615,0,9,4,5
616,0,8,5,5
617,0,4,2,1
618,0,4,1,1
619,0,2,1,1
620,0,6,2,1
621,0,4,1,2
622,0,10,5,5
623,0,2,2,1
624,0,3,2,2
625,0,3,2,2
626,0,3,2,2
627,0,3,1,1
628,0,4,1,1
629,0,3,1,1
630,0,4,2,3
631,0,3,2,2
632,582,2,2,1
633,0,8,4,3
634,0,2,2,2
635,0,3,2,2
636,0,1,1,2
637,0,12,2,2
638,0,3,1,1
639,0,2,2,2
640,0,11,5,5
641,0,2,1,1
642,0,8,3,3
643,0,3,1,2
644,0,4,2,2
645,0,2,2,1
646,0,1,2,2
647,0,3,2,3
648,0,4,2,2
649,0,3,2,3
650,0,1,2,2
651,0,3,1,1
652,0,3,2,2
653,0,1,2,2
654,0,4,1,1
655,0,3,1,1
656,0,1,1,1
657,0,2,2,2
658,0,14,5,4
659,0,4,1,1
660,0,1,2,2
661,0,4,1,1
662,0,3,1,1
663,0,2,1,1
664,0,1,1,1
665,0,2,1,1
666,0,6,5,5
667,0,3,2,2
668,0,1,1,1
669,0,6,5,6
670,0,2,2,2
671,0,7,6,6
672,0,3,2,2
673,0,1,2,2
674,0,4,1,1
675,0,1,2,2
676,0,2,1,1
677,0,3,1,1
678,0,2,1,1
679,0,2,2,2
680,0,5,2,2
681,0,4,4,4
682,0,3,2,3
683,0,9,5,6
684,0,12,3,3
685,0,10,5,6
686,0,1,1,1
687,0,4,1,1
688,0,4,1,1
689,0,14,2,2
690,0,2,1,1
691,0,13,2,2
692,0,3,2,1
693,0,4,2,2
694,0,1,2,2
695,0,2,1,1
696,0,3,2,2
697,0,4,1,1
698,0,3,1,1
699,0,4,2,3
700,0,1,1,2
701,0,3,2,3
702,0,2,2,2
703,0,2,1,1
704,0,2,2,2
705,0,2,1,1
706,0,4,1,1
707,0,2,2,1
708,0,2,1,2
709,0,1,2,2
710,0,3,2,1
711,0,3,2,1
712,0,4,2,3
713,0,4,1,1
714,0,4,1,1
715,0,9,3,2
716,0,4,1,1
717,0,6,2,2
718,0,1,1,1
719,0,1,1,1
720,0,1,1,1
721,0,2,2,2
722,0,6,2,2
723,0,4,2,2
724,0,14,4,5
725,0,4,1,1
726,0,4,2,2
727,0,6,1,1
728,0,1,2,2
729,0,3,2,2
730,0,6,5,4
731,0,2,2,2
732,0,5,4,4
733,0,12,3,3
734,0,4,2,2
735,0,3,1,1
736,0,1,1,1
737,0,2,2,2
738,0,13,5,5
739,0,3,2,1
740,0,1,2,2
741,0,7,5,4
742,0,4,2,2
743,0,3,1,1
744,0,9,3,3
745,0,4,1,1
746,0,1,1,2
747,0,3,2,1
748,0,1,1,2
749,0,4,2,2
750,0,3,2,1
751,0,1,2,1
752,0,4,1,1
753,0,4,1,2
754,0,1,1,1
755,0,1,2,2
756,0,1,1,1
757,0,1,2,2
758,0,7,3,3
759,0,5,5,5
760,0,14,2,2
761,0,4,6,6
762,0,2,1,1
763,0,5,3,3
764,0,2,1,1
765,0,2,2,2
766,0,1,1,1
767,0,4,1,1
768,0,3,2,2
769,0,4,1,1
770,0,2,2,2
771,0,3,2,2
772,0,3,1,1
773,0,1,2,2
774,0,4,1,1
775,0,1,1,1
776,0,3,1,1
777,0,2,1,1
778,0,4,2,2
779,0,1,1,1
780,0,2,2,2
781,0,3,2,2
782,0,4,1,1
783,0,3,2,2
784,0,1,2,2
785,0,4,1,1
786,0,1,2,1
787,0,2,1,1
788,0,3,2,2
789,0,1,2,1
790,0,1,2,2
791,0,2,1,1
792,0,4,1,1
793,0,2,2,2
794,0,4,2,2
795,0,1,1,1
796,0,2,1,1
797,0,2,2,2
798,0,1,1,1
799,0,3,2,2
800,0,1,2,2
801,0,4,2,3
802,0,4,1,1
803,0,3,2,2
804,0,3,2,2
805,0,4,1,2
806,0,1,2,2
807,0,3,1,1
808,0,4,2,3
809,0,4,1,1
810,0,9,1,1
811,0,1,2,2
812,0,1,2,2
813,0,13,3,4
814,0,4,2,3
815,0,4,1,1
816,0,3,2,2
817,0,3,2,2
818,0,2,2,3
819,0,7,5,4
820,0,7,2,2
821,0,11,1,1
822,0,4,2,2
823,0,1,2,2
824,0,10,4,4
825,0,13,2,2
826,0,9,2,2
827,0,14,3,2
828,0,11,5,5
829,0,4,2,2
830,0,11,2,2
831,0,10,4,3
832,0,13,2,1
833,0,6,6,6
834,0,2,2,2
835,0,3,2,1
836,0,2,1,1
837,0,3,1,1
838,0,2,1,1
839,0,2,2,2
840,0,3,1,1
841,0,1,1,1
842,0,4,2,2
843,0,3,1,1
844,0,2,2,1
845,0,11,4,3
846,0,3,1,1
847,0,9,4,3
848,0,4,6,6
849,0,5,2,3
850,0,7,5,5
851,0,9,2,2
852,0,4,4,3
853,0,3,1,1
854,0,1,1,1
855,0,3,2,2
856,0,1,2,2
857,0,3,1,1
858,0,1,2,1
859,0,4,4,4
860,0,3,2,2
861,0,4,2,3
862,0,1,1,1
863,0,1,2,1
864,0,1,2,2
865,0,2,1,1
866,0,2,2,2
867,0,7,6,4
868,0,8,2,2
869,0,6,6,6
870,0,8,4,4
871,0,10,4,4
872,0,2,1,1
873,0,4,2,2
874,0,1,2,1
875,0,10,4,4
876,0,1,2,2
877,0,4,2,2
878,0,3,1,1
879,0,13,3,2
880,0,3,2,2
881,0,8,3,3
882,0,2,1,1
883,0,3,2,1
884,0,3,1,1
885,0,10,4,3
886,0,7,4,5
887,0,4,2,1
888,0,13,3,2
889,0,5,4,3
890,0,8,4,4
891,0,7,2,2
892,0,4,2,2
893,0,7,3,2
894,0,5,5,4
895,0,7,5,4
896,0,8,5,4
897,0,10,4,3
898,0,13,2,2
899,0,14,5,4
900,0,14,3,3
901,0,12,4,3
902,0,10,2,2
903,0,8,2,2
904,0,14,4,3
905,0,4,2,2
906,0,11,2,3
907,0,2,1,1
908,0,12,3,3
909,0,6,3,4
910,0,11,2,2
911,0,14,1,1
912,0,5,3,3
913,0,10,4,3
914,0,4,1,1
915,0,12,6,6
916,0,1,2,1
917,0,1,1,1
918,0,4,1,1
919,0,8,6,5
920,0,1,1,1
921,0,4,2,1
922,0,4,1,1
923,0,3,2,2
924,0,2,1,1
925,0,4,3,3
926,0,12,5,3
927,0,13,2,2
928,0,2,1,1
929,0,12,2,1
930,0,9,4,4
931,0,8,4,3
932,0,12,2,1
933,0,8,2,2
934,0,4,3,2
935,0,6,3,2
936,0,8,2,2
937,0,14,5,6
938,0,10,1,1
939,0,13,5,5
940,0,8,2,2
941,0,10,2,2
942,0,14,3,2
943,0,9,5,5
944,0,6,4,3
945,0,13,3,3
946,0,11,4,5
947,0,8,6,6
948,0,8,3,3
949,0,5,5,4
950,0,3,2,2
951,0,14,2,1
952,0,7,3,2
953,0,2,1,1
954,0,2,1,1
955,0,2,2,2
956,0,4,2,2
957,0,3,2,2
958,0,11,3,3
959,0,1,2,3
960,0,3,2,2
961,0,11,5,6
962,0,4,2,2
963,0,3,1,1
964,0,7,2,2
965,0,7,5,5
966,0,5,3,3
967,0,9,6,5
968,0,11,5,5
969,0,4,1,1
970,0,11,3,4
971,0,14,1,1
972,0,1,2,2
973,0,4,1,1
974,0,5,5,4
975,0,4,2,2
976,0,2,2,2
977,0,2,2,2
978,0,3,1,1
979,0,1,1,1
980,0,5,2,2
981,0,5,2,2
982,0,14,3,3
983,0,3,2,2
984,0,4,2,2
985,0,9,5,5
986,0,5,3,2
987,0,8,3,3
988,0,4,2,2
989,0,3,1,1
990,0,4,5,5
991,0,8,2,2
992,0,2,2,2
993,0,1,2,2
994,0,1,2,2
995,0,2,2,2
996,0,2,1,1
997,0,3,2,2
998,0,1,1,1
999,0,4,1,1
1000,0,4,1,1
1001,0,3,2,2
1002,0,3,2,2
1003,0,14,2,2
1004,0,1,1,1
1005,0,3,2,2
1006,0,4,2,2
1007,0,4,2,1
1008,0,4,1,1
1009,0,1,1,1
1010,0,12,4,4
1011,0,14,3,2
1012,0,4,1,1
1013,0,5,5,5
1014,0,10,4,3
1015,0,12,2,1
1016,0,8,2,2
1017,0,11,4,3
1018,0,6,2,1
1019,0,4,2,2
1020,0,6,4,3
1021,0,4,6,6
1022,0,5,4,3
1023,0,5,5,6
1024,0,6,3,2
1025,0,6,5,5
1026,0,1,1,1
1027,0,4,2,2
1028,0,1,2,2
1029,0,4,1,1
1030,0,4,2,2
1031,0,14,6,6
1032,0,10,4,5
1033,0,4,1,1
1034,0,3,2,2
1035,0,11,2,1
1036,0,2,1,2
1037,0,10,3,3
1038,248,1,1,1
1039,0,5,3,4
1040,0,2,1,1
1041,0,3,1,1
1042,0,4,1,2
1043,0,3,2,2
1044,0,3,2,2
1045,0,10,5,4
1046,0,4,5,4
1047,1059,4,4,4
1048,0,2,1,1
1049,0,1,2,2
1050,0,5,2,2
1051,0,3,2,2
1052,0,3,2,2
1053,0,1,2,2
1054,0,14,4,4
1055,0,4,1,1
1056,0,3,1,1
1057,0,2,1,1
1058,0,3,2,2
1059,0,12,6,5
1060,0,5,2,2
1061,0,10,1,1
1062,0,12,4,4
1063,0,7,1,1
1064,0,11,4,3
1065,0,14,6,6
1066,0,7,5,4
1067,0,9,3,2
1068,0,14,2,2
1069,0,4,5,6
1070,0,8,1,1
1071,0,9,2,2
1072,0,5,4,4
1073,0,7,5,4
1074,0,10,2,2
1075,0,14,2,2
1076,0,1,1,1
1077,0,4,2,2
1078,0,1,2,2
1079,82,2,1,1
1080,0,3,1,1
1081,0,4,1,1
1082,0,1,1,1
1083,0,2,1,2
1084,0,4,2,1
1085,0,1,1,1
1086,0,2,1,1
1087,0,6,3,3
1088,0,14,2,1
1089,0,10,6,4
1090,0,6,3,4
1091,0,2,2,3
1092,0,3,2,1
1093,0,2,1,1
1094,157,8,4,3
1095,157,14,3,2
1096,0,12,2,2
1097,0,4,2,2
1098,0,9,3,4
1099,0,11,2,2
1100,0,1,1,1
1101,0,12,3,3
1102,0,4,3,4
1103,0,14,2,2
1104,0,7,2,2
1105,0,4,4,4
1106,0,13,4,5
1107,0,14,5,4
1108,0,11,6,5
1109,0,14,6,5
1110,0,11,3,3
1111,0,8,4,3
1112,0,4,5,6
1113,0,6,2,3
1114,0,5,5,6
1115,0,12,5,5
1116,0,3,1,1
1117,0,14,4,3
1118,185,1,2,2
1119,185,1,2,1
1120,0,2,1,1
1121,0,3,2,2
1122,0,3,2,2
1123,0,2,2,2
1124,0,4,1,1
1125,0,2,2,2
1126,0,3,1,1
1127,0,2,2,3
1128,0,2,1,1
1129,0,3,2,2
1130,0,9,3,3
1131,0,4,1,1
1132,0,1,1,1
1133,0,9,5,6
1134,0,7,1,1
1135,174,13,2,1
1136,174,9,3,2
1137,28,8,5,4
1138,176,6,3,4
1139,0,1,1,1
1140,106,13,4,3
1141,176,7,2,1
1142,0,4,1,1
1143,0,1,1,1
1144,0,1,1,1
1145,175,9,2,1
1146,176,9,3,3
1147,0,1,1,1
1148,0,2,2,2
1149,0,11,4,3
1150,0,1,2,2
1151,0,10,5,4
1152,175,9,6,7
1153,175,5,2,1
1154,0,2,1,1
1155,175,8,5,6
1156,177,8,5,6
1157,0,14,5,4
1158,0,13,2,1
1159,0,12,2,1
1160,0,2,1,1
1161,0,2,2,2
1162,0,1,1,1
1163,177,13,3,2
1164,176,8,5,5
1165,212,13,2,2
1166,0,12,6,4
1167,21,6,2,2
1168,260,8,3,3
1169,108,4,4,3
1170,213,8,6,7
1171,325,13,6,5
1172,447,4,5,6
1173,220,7,2,3
1174,0,1,2,2
1175,0,4,1,1
1176,0,4,1,1
1177,0,2,1,1
1178,0,10,5,5
1179,0,1,1,1
1180,0,2,1,2
1181,0,2,2,2
1182,0,3,2,2
1183,0,4,1,1
1184,0,3,2,2
1185,0,2,2,2
1186,0,1,1,1
1187,0,2,2,2
1188,0,4,1,1
1189,0,2,2,2
1190,0,4,2,2
1191,0,4,5,4
1192,0,2,2,1
1193,0,1,1,1
1194,0,4,5,4
1195,0,6,5,4
1196,0,2,1,1
1197,0,4,1,1
1198,0,2,1,1
1199,0,11,1,1
1200,0,6,2,3
1201,100,2,1,1
1202,0,4,2,2
1203,0,2,2,2
1204,0,3,2,3
1205,0,11,4,4
1206,7,12,4,3
1207,0,12,4,4
1208,0,2,1,1
1209,0,2,1,1
1210,0,2,2,2
1211,0,3,2,2
1212,0,3,1,1
1213,0,8,3,3
1214,0,2,1,1
1215,0,4,2,2
1216,175,4,1,1
1217,0,10,2,2
1218,7,7,5,5
1219,0,4,1,1
1220,0,3,2,2
1221,7,11,6,5
1222,175,6,4,4
1223,0,3,2,2
1224,0,1,2,2
1225,0,3,1,1
1226,0,4,2,2
1227,0,3,1,1
1228,120,8,4,4
1229,0,4,1,1
1230,7,3,1,1
1231,7,4,1,1
1232,0,1,1,1
1233,0,2,2,2
1234,0,4,2,2
1235,0,3,2,1
1236,0,1,1,1
1237,0,3,2,2
1238,0,1,2,2
1239,123,4,4,3
1240,0,1,1,1
1241,0,4,1,1
1242,0,2,1,1
1243,0,4,2,2
1244,0,6,3,4
1245,0,3,1,1
1246,0,3,1,1
1247,176,8,3,4
1248,0,3,1,1
1249,0,1,2,2
1250,0,10,5,4
1251,0,4,1,1
1252,0,2,1,1
1253,0,4,1,1
1254,0,1,1,1
1255,0,3,2,2
1256,0,13,1,2
1257,0,9,2,2
1258,0,4,4,3
1259,0,10,5,3
1260,0,5,3,3
1261,0,8,4,3
1262,0,8,2,2
1263,0,6,4,5
1264,0,6,2,2
1265,0,4,1,1
1266,0,7,2,2
1267,0,14,5,5
1268,0,14,4,4
1269,0,10,5,5
1270,0,10,4,5
1271,0,10,1,1
1272,0,10,2,2
1273,0,5,4,4
1274,0,5,2,3
1275,0,4,2,2
1276,0,4,1,1
1277,7,1,1,1
1278,0,3,2,2
1279,0,4,2,2
1280,0,3,1,1
1281,0,1,2,2
1282,0,4,2,2
1283,0,14,3,3
1284,0,2,1,1
1285,7,1,1,1
1286,0,2,2,2
1287,0,4,2,2
1288,0,2,2,1
1289,5,7,3,3
1290,0,3,2,2
1291,178,7,4,5
1292,179,11,4,4
1293,133,12,3,2
1294,175,11,3,4
1295,0,8,2,2
1296,104,6,5,5
1297,0,6,5,5
1298,0,7,2,2
1299,0,4,1,1
1300,0,5,5,5
1301,0,10,2,2
1302,0,1,1,2
1303,0,4,2,1
1304,0,10,5,3
1305,0,3,1,1
1306,0,13,4,3
1307,0,10,4,3
1308,0,1,1,1
1309,0,1,2,3
1310,0,3,1,1
1311,0,13,3,3
1312,0,2,1,1
1313,16,7,5,4
1314,16,12,6,5
1315,16,13,2,1
1316,0,14,4,3
1317,0,8,3,3
1318,0,9,5,4
1319,0,4,1,1
1320,0,5,2,2
1321,4,1,2,2
1322,0,8,4,3
1323,0,10,2,1
1324,0,13,3,4
1325,0,7,1,1
1326,0,6,3,3
1327,0,11,3,2
1328,0,1,2,2
1329,0,14,5,4
1330,2,4,3,3
1331,0,7,2,2
1332,2,4,4,5
1333,0,1,2,2
1334,18,6,1,1
1335,0,13,5,6
1336,0,9,3,2
1337,0,2,1,1
1338,3,11,4,5
1339,0,2,2,2
1340,0,13,3,2
1341,0,5,5,5
1342,0,14,6,6
1343,0,14,2,2
1344,0,14,2,2
1345,0,6,2,1
1346,0,4,1,1
1347,0,14,3,3
1348,0,5,1,1
1349,0,4,3,2
1350,0,5,2,3
1351,0,1,1,1
1352,0,1,1,1
1353,0,5,4,3
1354,0,4,4,3
1355,5,3,2,2
1356,0,5,6,5
1357,0,4,2,2
1358,1,13,4,4
